xdate,Quantgas,Pricegas,pop,Disp_inc,pce2017,inflation_p,unrate,tb1yr,tb10yr
2024-06-01,275982,3.601,340213,21928.1,123.539,2.54837,4.1,5.11,4.31
2024-07-01,288847,3.622,340448,21953.2,123.736,2.59438,4.2,4.90,4.25
2024-08-01,286971,3.521,340637,21992.2,123.889,2.41299,4.2,4.43,3.87
2024-09-01,269501,3.344,340825,22062.3,124.164,2.26077,4.1,4.03,3.72
2024-10-01,281165,3.279,341002,22171.5,124.494,2.47769,4.1,4.20,4.10
2024-11-01,264970,3.181,341169,22247.7,124.637,2.58780,4.2,4.33,4.36
2024-12-01,271951,3.145,341320,22329.3,124.979,2.72809,4.1,4.23,4.39
2025-01-01,262966,3.211,341454,22435.3,125.417,2.60738,4.0,4.18,4.63
2025-02-01,243080,3.261,341588,22551.4,125.921,2.71048,4.1,4.19,4.45
2025-03-01,271701,3.232,341729,22704.4,125.941,2.35943,4.2,4.06,4.28
2025-04-01,267294,3.330,341874,22918.1,126.150,2.27743,4.2,3.95,4.28
2025-05-01,280757,3.306,342032,22799.4,126.380,2.45809,4.2,4.09,4.42
2025-06-01,277848,3.306,342197,22858.0,126.743,2.59351,4.1,4.06,4.38
2025-07-01,283654,3.285,342370,22947.5,126.949,2.59666,4.2,4.08,4.39
